order:    [ 1 9 10 0 15 14 13 17 16 12 8 4 5 11 3 7 2 6 ]
d_16_12=2.250383973864 s=[ 0 0 0 0 1 1 0 < + - 1 0 0 > 0 > 0 < ]
2.250383973864 s=[ 0 0 0 0 1 1 0 < + - 1 0 0 > 0 > 0 > ]

d_16_12=2.250584174064 s=[ 0 0 0 0 1 1 0 < + - 1 0 0 > 0 > 0 < ]
2.250584174064 s=[ 0 0 0 0 1 1 0 < + - 1 0 0 > 0 > 0 > ]

d_16_12=2.250784374264 s=[ 0 0 0 0 1 1 0 < + - 1 0 0 > 0 > 0 < ]
2.250784374264 s=[ 0 0 0 0 1 1 0 < + - 1 0 0 > 0 > 0 > ]

d_16_12=2.250984574464 s=[ 0 0 0 0 1 1 0 < + - 1 0 0 > 0 > 0 < ]
2.250984574464 s=[ 0 0 0 0 1 1 0 < + - 1 0 0 > 0 > 0 > ]

d_16_12=2.251184774665 s=[ 0 0 0 0 1 1 0 < + - 1 0 0 > 0 > 0 < ]
2.251184774665 s=[ 0 0 0 0 1 1 0 < + - 1 0 0 > 0 > 0 > ]

d_16_12=2.251384974865 s=[ 0 0 0 0 1 1 0 < + - 1 0 0 > 0 > 0 < ]
2.251384974865 s=[ 0 0 0 0 1 1 0 < + - 1 0 0 > 0 > 0 > ]

d_16_12=2.251585175065 s=[ 0 0 0 0 1 1 0 < + - 1 0 0 > 0 > 0 < ]
2.251585175065 s=[ 0 0 0 0 1 1 0 < + - 1 0 0 > 0 > 0 > ]

d_16_12=2.262596186076 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 < ]
2.262596186076 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 > ]

d_16_12=2.262796386276 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 < ]
2.262796386276 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 > ]

d_16_12=2.262996586476 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 < ]
2.262996586476 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 > ]

d_16_12=2.263196786677 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 < ]
2.263196786677 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 > ]

d_16_12=2.263396986877 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 > ]
2.263396986877 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.263396986877 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]
2.263396986877 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 < ]

d_16_12=2.263597187077 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 > ]
2.263597187077 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.263597187077 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]
2.263597187077 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 < ]

d_16_12=2.263797387277 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 > ]
2.263797387277 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.263797387277 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]
2.263797387277 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 < ]

d_16_12=2.263997587477 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 > ]
2.263997587477 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.263997587477 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]
2.263997587477 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 < ]

d_16_12=2.264197787678 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 > ]
2.264197787678 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.264197787678 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]
2.264197787678 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 < ]

d_16_12=2.264397987878 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 > ]
2.264397987878 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.264397987878 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]
2.264397987878 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 < ]

d_16_12=2.264598188078 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 > ]
2.264598188078 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.264598188078 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]
2.264598188078 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 < ]

d_16_12=2.264798388278 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 > ]
2.264798388278 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.264798388278 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]
2.264798388278 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 < ]

d_16_12=2.264998588478 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 > ]
2.264998588478 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.264998588478 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]
2.264998588478 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 < ]

d_16_12=2.265198788679 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 > ]
2.265198788679 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.265198788679 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]
2.265198788679 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 < ]

d_16_12=2.265398988879 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 > ]
2.265398988879 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.265398988879 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]
2.265398988879 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 < ]

d_16_12=2.265599189079 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.265599189079 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]
2.265599189079 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 > ]
2.265599189079 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 < ]

d_16_12=2.265799389279 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.265799389279 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]
2.265799389279 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 > ]
2.265799389279 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 < 0 > 0 < ]

d_16_12=2.265999589479 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.265999589479 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]

d_16_12=2.266199789680 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.266199789680 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]

d_16_12=2.266399989880 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.266399989880 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]

d_16_12=2.266600190080 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.266600190080 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]

d_16_12=2.266800390280 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.266800390280 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]

d_16_12=2.267000590480 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.267000590480 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]

d_16_12=2.267200790681 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.267200790681 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]

d_16_12=2.267400990881 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.267400990881 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]

d_16_12=2.267601191081 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.267601191081 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]

d_16_12=2.267801391281 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.267801391281 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]

d_16_12=2.268001591481 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.268001591481 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]

d_16_12=2.268201791682 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.268201791682 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]

d_16_12=2.268401991882 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.268401991882 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]

d_16_12=2.268602192082 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.268602192082 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]

d_16_12=2.268802392282 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 > ]
2.268802392282 s=[ 0 0 0 0 1 1 0 < + - 1 0 1 > 0 > 0 < ]

d_16_12=2.247981571461 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 > 1 < 1 < ]
2.247981571461 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 > 1 < 1 > ]

d_16_12=2.248181771662 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 > 1 < 1 > ]
2.248181771662 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 > 1 < 1 < ]

d_16_12=2.248381971862 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 > 1 < 1 < ]
2.248381971862 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 > 1 < 1 > ]

d_16_12=2.248582172062 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 > 1 < 1 > ]
2.248582172062 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 > 1 < 1 < ]

d_16_12=2.248782372262 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 > 1 < 1 < ]
2.248782372262 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 > 1 < 1 > ]

d_16_12=2.248982572462 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 > 1 < 1 > ]
2.248982572462 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 > 1 < 1 < ]
2.248982572462 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 > ]
2.248982572462 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 < ]

d_16_12=2.249182772663 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 < ]
2.249182772663 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 > ]

d_16_12=2.249382972863 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 < ]
2.249382972863 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 > ]

d_16_12=2.249583173063 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 < ]
2.249583173063 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 > ]

d_16_12=2.249783373263 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 < ]
2.249783373263 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 > ]

d_16_12=2.249983573463 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 < ]
2.249983573463 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 > ]

d_16_12=2.250183773664 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 < ]
2.250183773664 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 > ]

d_16_12=2.250383973864 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 < ]
2.250383973864 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 > ]

d_16_12=2.250584174064 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 < ]
2.250584174064 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 > ]

d_16_12=2.250784374264 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 < ]
2.250784374264 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 > ]

d_16_12=2.250984574464 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 < ]
2.250984574464 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 > ]

d_16_12=2.251184774665 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 < ]
2.251184774665 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 > ]

d_16_12=2.251384974865 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 < ]
2.251384974865 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 > ]

d_16_12=2.251585175065 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 < ]
2.251585175065 s=[ 0 0 0 1 0 0 1 > + + 0 1 1 < 1 < 1 > ]

d_16_12=2.262596186076 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 > ]
2.262596186076 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 < ]

d_16_12=2.262796386276 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 > ]
2.262796386276 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 < ]

d_16_12=2.262996586476 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 > ]
2.262996586476 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 < ]

d_16_12=2.263196786677 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 > ]
2.263196786677 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 < ]

d_16_12=2.263396986877 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 < ]
2.263396986877 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 > ]
2.263396986877 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]
2.263396986877 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]

d_16_12=2.263597187077 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 < ]
2.263597187077 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 > ]
2.263597187077 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]
2.263597187077 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]

d_16_12=2.263797387277 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 < ]
2.263797387277 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 > ]
2.263797387277 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]
2.263797387277 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]

d_16_12=2.263997587477 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 < ]
2.263997587477 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 > ]
2.263997587477 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]
2.263997587477 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]

d_16_12=2.264197787678 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 < ]
2.264197787678 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 > ]
2.264197787678 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]
2.264197787678 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]

d_16_12=2.264397987878 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 < ]
2.264397987878 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 > ]
2.264397987878 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]
2.264397987878 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]

d_16_12=2.264598188078 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 < ]
2.264598188078 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 > ]
2.264598188078 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]
2.264598188078 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]

d_16_12=2.264798388278 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 < ]
2.264798388278 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 > ]
2.264798388278 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]
2.264798388278 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]

d_16_12=2.264998588478 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 < ]
2.264998588478 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 > ]
2.264998588478 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]
2.264998588478 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]

d_16_12=2.265198788679 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 < ]
2.265198788679 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 > ]
2.265198788679 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]
2.265198788679 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]

d_16_12=2.265398988879 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 < ]
2.265398988879 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 > ]
2.265398988879 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]
2.265398988879 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]

d_16_12=2.265599189079 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]
2.265599189079 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 > ]
2.265599189079 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 < ]
2.265599189079 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]

d_16_12=2.265799389279 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]
2.265799389279 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 > ]
2.265799389279 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 > 1 < 1 < ]
2.265799389279 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]

d_16_12=2.265999589479 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]
2.265999589479 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]

d_16_12=2.266199789680 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]
2.266199789680 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]

d_16_12=2.266399989880 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]
2.266399989880 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]

d_16_12=2.266600190080 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]
2.266600190080 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]

d_16_12=2.266800390280 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]
2.266800390280 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]

d_16_12=2.267000590480 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]
2.267000590480 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]

d_16_12=2.267200790681 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]
2.267200790681 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]

d_16_12=2.267400990881 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]
2.267400990881 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]

d_16_12=2.267601191081 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]
2.267601191081 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]

d_16_12=2.267801391281 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]
2.267801391281 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]

d_16_12=2.268001591481 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]
2.268001591481 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]

d_16_12=2.268201791682 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]
2.268201791682 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]

d_16_12=2.268401991882 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]
2.268401991882 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]

d_16_12=2.268602192082 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]
2.268602192082 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]

d_16_12=2.268802392282 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 < ]
2.268802392282 s=[ 0 0 0 1 0 0 1 > + + 0 1 0 < 1 < 1 > ]

