order:    [ 5 1 2 4 7 3 0 10 11 15 14 13 17 16 9 6 8 12 ]
2.140209405225 s=[ 0 0 0 0 - - 1 0 0 1 1 0 < > 0 0 < > ]

d_7_3=2.140409605425 s=[ 0 0 0 0 - - 1 0 0 1 1 0 < > 0 0 < < ]
2.140409605425 s=[ 0 0 0 0 - - 1 0 0 1 1 0 < > 0 0 < > ]

d_7_3=2.140609805626 s=[ 0 0 0 0 - - 1 0 0 1 1 0 < > 0 0 < < ]
2.140609805626 s=[ 0 0 0 0 - - 1 0 0 1 1 0 < > 0 0 < > ]

d_7_3=2.140810005826 s=[ 0 0 0 0 - - 1 0 0 1 1 0 < > 0 0 < < ]
2.140810005826 s=[ 0 0 0 0 - - 1 0 0 1 1 0 < > 0 0 < > ]

d_7_3=2.141010206026 s=[ 0 0 0 0 - - 1 0 0 1 1 0 < > 0 0 < < ]
2.141010206026 s=[ 0 0 0 0 - - 1 0 0 1 1 0 < > 0 0 < > ]

d_7_3=2.141210406226 s=[ 0 0 0 0 - - 1 0 0 1 1 0 < > 0 0 < < ]
2.141210406226 s=[ 0 0 0 0 - - 1 0 0 1 1 0 < > 0 0 < > ]

d_7_3=2.141410606426 s=[ 0 0 0 0 - - 1 0 0 1 1 0 < > 0 0 < < ]
2.141410606426 s=[ 0 0 0 0 - - 1 0 0 1 1 0 < > 0 0 < > ]

d_7_3=2.151220416236 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.151220416236 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.151420616436 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.151420616436 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.151620816637 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.151620816637 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.151821016837 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.151821016837 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.152021217037 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.152021217037 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.152221417237 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.152221417237 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.152421617437 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.152421617437 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.152621817638 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.152621817638 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.152822017838 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.152822017838 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.153022218038 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.153022218038 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.153222418238 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.153222418238 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.153422618438 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.153422618438 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.153622818639 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.153622818639 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.153823018839 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.153823018839 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.154023219039 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.154023219039 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.154223419239 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.154223419239 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.154423619439 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.154423619439 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.154623819640 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.154623819640 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.154824019840 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.154824019840 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.155024220040 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.155024220040 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.155224420240 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.155224420240 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.155424620440 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.155424620440 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.155624820641 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.155624820641 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.155825020841 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.155825020841 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.156025221041 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.156025221041 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.156225421241 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.156225421241 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.156425621441 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.156425621441 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.156625821642 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.156625821642 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.156826021842 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.156826021842 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.157026222042 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.157026222042 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.157226422242 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.157226422242 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.157426622442 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.157426622442 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.157626822643 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.157626822643 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.157827022843 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.157827022843 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.158027223043 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.158027223043 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.158227423243 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.158227423243 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.158427623443 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.158427623443 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.158627823644 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.158627823644 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.158828023844 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.158828023844 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.159028224044 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.159028224044 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.159228424244 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.159228424244 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.159428624444 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.159428624444 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.159628824645 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.159628824645 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.159829024845 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.159829024845 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.160029225045 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.160029225045 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.160229425245 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.160229425245 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.160429625445 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.160429625445 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.160629825646 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.160629825646 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.160830025846 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.160830025846 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.161030226046 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.161030226046 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.161230426246 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.161230426246 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.161430626446 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.161430626446 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.161630826647 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.161630826647 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.161831026847 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.161831026847 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.162031227047 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.162031227047 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.162231427247 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.162231427247 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.162431627447 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.162431627447 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.162631827648 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.162631827648 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.162832027848 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.162832027848 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.163032228048 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.163032228048 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.163232428248 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.163232428248 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.163432628448 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.163432628448 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.163632828649 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.163632828649 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.163833028849 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.163833028849 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.164033229049 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.164033229049 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.164233429249 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.164233429249 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.164433629449 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.164433629449 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.164633829650 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.164633829650 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.164834029850 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.164834029850 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.165034230050 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.165034230050 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.165234430250 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.165234430250 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.165434630450 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.165434630450 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.165634830651 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.165634830651 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.165835030851 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.165835030851 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.166035231051 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.166035231051 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.166235431251 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.166235431251 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.166435631451 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.166435631451 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.166635831652 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.166635831652 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.166836031852 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.166836031852 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.167036232052 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.167036232052 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.167236432252 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.167236432252 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.167436632452 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.167436632452 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.167636832653 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.167636832653 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.167837032853 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.167837032853 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.168037233053 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.168037233053 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.168237433253 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.168237433253 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.168437633453 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.168437633453 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.168637833654 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.168637833654 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.168838033854 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.168838033854 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.169038234054 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.169038234054 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.169238434254 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.169238434254 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.169438634454 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.169438634454 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.169638834655 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.169638834655 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.169839034855 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.169839034855 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.170039235055 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.170039235055 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.170239435255 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.170239435255 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.170439635455 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.170439635455 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.170639835656 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.170639835656 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.170840035856 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.170840035856 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.171040236056 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.171040236056 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.171240436256 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.171240436256 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.171440636456 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.171440636456 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.171640836657 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.171640836657 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.171841036857 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.171841036857 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

d_7_3=2.172041237057 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > < ]
2.172041237057 s=[ 0 0 0 0 - - 0 1 1 0 0 1 > > 1 1 > > ]

